,size,median,p-Val,treatment
309,30.0,1.0,0.999999949326432,Wilcoxon Signed Rank Test
310,30.0,1.0,0.9999998703067469,Wilcoxon Signed Rank Test
311,30.0,1.0,0.9999997565008357,Wilcoxon Signed Rank Test
312,30.0,1.0,0.9999998351059229,Wilcoxon Signed Rank Test
313,30.0,1.0,0.9999998255405568,Wilcoxon Signed Rank Test
314,30.0,1.0,0.9999998351059229,Wilcoxon Signed Rank Test
315,30.0,1.0,0.9999999660057501,Wilcoxon Signed Rank Test
316,30.0,1.0,0.9999998626541488,Wilcoxon Signed Rank Test
317,30.0,1.0,0.999999927787254,Wilcoxon Signed Rank Test
318,30.0,1.0,0.9999998255405568,Wilcoxon Signed Rank Test
319,30.0,1.0,0.999999927787254,Wilcoxon Signed Rank Test
320,30.0,1.0,0.999999927787254,Wilcoxon Signed Rank Test
321,30.0,1.0,0.9999996584283553,Wilcoxon Signed Rank Test
322,30.0,1.0,0.9999998713955182,Wilcoxon Signed Rank Test
323,30.0,1.0,0.9999998697594065,Wilcoxon Signed Rank Test
324,30.0,1.0,0.9999998351059229,Wilcoxon Signed Rank Test
325,30.0,1.0,0.9999998713955182,Wilcoxon Signed Rank Test
326,30.0,1.0,0.9999999279851909,Wilcoxon Signed Rank Test
327,30.0,1.0,0.999999901221716,Wilcoxon Signed Rank Test
328,30.0,1.0,0.999999927787254,Wilcoxon Signed Rank Test
329,30.0,1.0,0.999999949326432,Wilcoxon Signed Rank Test
330,30.0,1.0,0.9999999019116668,Wilcoxon Signed Rank Test
331,30.0,1.0,0.9999998351059229,Wilcoxon Signed Rank Test
332,30.0,1.0,0.9999997967436786,Wilcoxon Signed Rank Test
333,30.0,1.0,0.9999999660057501,Wilcoxon Signed Rank Test
334,30.0,1.0,0.9999999492777686,Wilcoxon Signed Rank Test
335,30.0,1.0,0.9999999279851909,Wilcoxon Signed Rank Test
336,30.0,1.0,0.9999998703067469,Wilcoxon Signed Rank Test
337,30.0,1.0,0.999999901221716,Wilcoxon Signed Rank Test
338,30.0,1.0,0.9999999279851909,Wilcoxon Signed Rank Test
339,30.0,1.0,0.9999997159170347,Wilcoxon Signed Rank Test
340,30.0,1.0,0.9999998351059229,Wilcoxon Signed Rank Test
341,30.0,1.0,0.999999833894425,Wilcoxon Signed Rank Test
342,30.0,1.0,0.9999999019116668,Wilcoxon Signed Rank Test
343,30.0,1.0,0.9999999019116668,Wilcoxon Signed Rank Test
344,30.0,1.0,0.9999998371083131,Wilcoxon Signed Rank Test
345,30.0,1.0,0.9999999013945935,Wilcoxon Signed Rank Test
346,30.0,1.0,0.999999752734971,Wilcoxon Signed Rank Test
347,30.0,1.0,0.9999999013945935,Wilcoxon Signed Rank Test
348,30.0,1.0,0.9999999279851909,Wilcoxon Signed Rank Test
349,30.0,1.0,0.9999998697594065,Wilcoxon Signed Rank Test
350,30.0,1.0,0.999999927787254,Wilcoxon Signed Rank Test
351,30.0,1.0,0.9999999492777686,Wilcoxon Signed Rank Test
352,30.0,1.0,0.9999999013945935,Wilcoxon Signed Rank Test
353,30.0,1.0,0.9999998713955182,Wilcoxon Signed Rank Test
354,30.0,1.0,0.9999999492777686,Wilcoxon Signed Rank Test
355,30.0,1.0,0.9999998697594065,Wilcoxon Signed Rank Test
356,30.0,1.0,0.9999998713955182,Wilcoxon Signed Rank Test
357,30.0,1.0,0.9999998000885365,Wilcoxon Signed Rank Test
358,30.0,1.0,0.9999999279851909,Wilcoxon Signed Rank Test
359,30.0,1.0,0.9999998626541488,Wilcoxon Signed Rank Test
360,30.0,1.0,0.9999998703067469,Wilcoxon Signed Rank Test
361,30.0,1.0,0.9999998703067469,Wilcoxon Signed Rank Test
362,30.0,1.0,0.9999999492777686,Wilcoxon Signed Rank Test
363,30.0,1.0,0.9999998703067469,Wilcoxon Signed Rank Test
364,30.0,1.0,0.9999998703067469,Wilcoxon Signed Rank Test
365,30.0,1.0,0.9999998351059229,Wilcoxon Signed Rank Test
366,30.0,1.0,0.999999927787254,Wilcoxon Signed Rank Test
367,30.0,1.0,0.9999999013945935,Wilcoxon Signed Rank Test
368,30.0,1.0,0.9999999019116668,Wilcoxon Signed Rank Test
369,30.0,1.0,0.9999999019116668,Wilcoxon Signed Rank Test
370,30.0,1.0,0.9999998351059229,Wilcoxon Signed Rank Test
371,30.0,1.0,0.999999927787254,Wilcoxon Signed Rank Test
372,30.0,1.0,0.9999997427692274,Wilcoxon Signed Rank Test
373,30.0,1.0,0.9999998713955182,Wilcoxon Signed Rank Test
374,30.0,1.0,0.9999998626541488,Wilcoxon Signed Rank Test
375,30.0,1.0,0.9999997967436786,Wilcoxon Signed Rank Test
376,30.0,1.0,0.9999998697594065,Wilcoxon Signed Rank Test
377,30.0,1.0,0.9999998371083131,Wilcoxon Signed Rank Test
378,30.0,1.0,0.9999998713955182,Wilcoxon Signed Rank Test
379,30.0,1.0,0.9999998713955182,Wilcoxon Signed Rank Test
380,30.0,1.0,0.9999999019116668,Wilcoxon Signed Rank Test
381,30.0,1.0,0.9999998703067469,Wilcoxon Signed Rank Test
382,30.0,1.0,0.9999998713955182,Wilcoxon Signed Rank Test
383,30.0,1.0,0.9999999019116668,Wilcoxon Signed Rank Test
384,30.0,1.0,0.9999998713955182,Wilcoxon Signed Rank Test
385,30.0,1.0,0.9999999279851909,Wilcoxon Signed Rank Test
386,30.0,1.0,0.9999999279851909,Wilcoxon Signed Rank Test
387,30.0,1.0,0.9999999279851909,Wilcoxon Signed Rank Test
388,30.0,1.0,0.9999998713955182,Wilcoxon Signed Rank Test
389,30.0,1.0,0.9999999279851909,Wilcoxon Signed Rank Test
390,30.0,1.0,0.999999927787254,Wilcoxon Signed Rank Test
391,30.0,1.0,0.9999999013945935,Wilcoxon Signed Rank Test
392,30.0,1.0,0.999999927787254,Wilcoxon Signed Rank Test
393,30.0,1.0,0.9999998351059229,Wilcoxon Signed Rank Test
394,30.0,1.0,0.9999998703067469,Wilcoxon Signed Rank Test
395,30.0,1.0,0.9999998371083131,Wilcoxon Signed Rank Test
396,30.0,1.0,0.9999998703067469,Wilcoxon Signed Rank Test
397,30.0,1.0,0.9999997967436786,Wilcoxon Signed Rank Test
398,30.0,1.0,0.999999793351251,Wilcoxon Signed Rank Test
399,30.0,1.0,0.9999999660057501,Wilcoxon Signed Rank Test
